ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD, PRIMERA_PRIORIDAD , SEGUNDA_PRIORIDAD , TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_BASICA_2021,IVE_SINAE_BASICA
400,6,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,212,11,22,50,5,300,82
401,4,ESCUELA BERNARDO O HIGGINS,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,533,12,57,94,1,697,86
403,0,ESCUELA LAURA ROBLES SILVA,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,549,18,11,27,23,628,92
405,7,ESCUELA LOS ESTANDARTES,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,458,4,29,30,7,528,93
406,5,ESCUELA VICENTE SEPÚLVEDA ROJO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,519,36,14,48,55,672,85
407,3,ESCUELA JESÚS FERNÁNDEZ HIDALGO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,262,9,15,29,20,335,85
408,1,ESCUELA PEDRO LEÓN GALLO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,759,19,64,99,10,951,89
410,3,ESCUELA JOSÉ MANSO DE VELASCO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,430,14,23,26,35,528,88
411,1,ESCUELA LAS CANTERAS,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,412,12,39,41,12,516,90
413,8,ESCUELA LAS BRISAS,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,172,10,3,13,20,218,85
415,4,LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,350,13,79,262,2,706,63
416,2,ESCUELA ABRAHAM SEPÚLVEDA PIZARRO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,468,19,35,86,2,610,86
417,0,COLEGIO BUEN PASTOR,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,499,17,59,128,4,707,81
418,9,ESCUELA ISABEL PEÑA MORALES,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,776,17,59,117,12,981,87
419,7,ESCUELA HERNÁN MÁRQUEZ HUERTA,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,460,15,21,30,5,531,93
420,0,LICEO FERNANDO ARIZTÍA RUIZ,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,723,20,31,90,28,892,87
421,9,ESCUELA BRUNO ZAVALA FREDES,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,649,40,75,168,1,933,82
423,5,ESCUELA SAN PEDRO,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Rural,193,3,9,18,5,228,90
427,8,ESCUELA LUIS CRUZ MARTÍNEZ,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,262,6,9,57,2,336,82
429,4,LICEO CATÓLICO ATACAMA,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,481,45,85,612,7,1.230,50
430,8,LICEO POLITÉCNICO BELÉN,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,474,17,34,93,3,621,85
431,6,LICEO SAGRADO CORAZÓN,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,336,14,55,149,1,555,73
433,2,COLEGIO ADVENTISTA DE COPIAPÓ,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,424,26,55,190,,695,73
434,0,ESCUELA SAN VICENTE DE PAUL,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,541,24,38,89,,692,87
439,1,ESCUELA TOTORAL,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Rural,1,,,,,1,100
440,5,COLEGIO PARROQUIAL PADRE NEGRO,Región de Atacama,Copiapó,Caldera,Particular Subvencionado,Urbano,499,4,53,98,1,655,85
441,3,ESCUELA DE CONCENTRACIÓN,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Urbano,116,3,4,7,14,144,85
442,1,ESCUELA VICTOR MANUEL SÁNCHEZ CABAÑAS,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Urbano,323,8,18,59,2,410,85
444,8,ESCUELA LUIS URIBE ORREGO,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Urbano,347,6,11,32,2,398,91
445,6,ESCUELA PAUL HARRIS,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Rural,23,2,1,2,,28,93
446,4,ESCUELA AMOLANAS,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Rural,16,3,,1,1,21,90
447,2,ESCUELA SAN ANTONIO,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Rural,5,,,1,,6,83
450,2,ESCUELA HERMANOS CARRERA,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,202,3,6,19,6,236,89
452,9,ESCUELA GABRIELA MISTRAL,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,246,3,22,59,1,331,82
453,7,ESCUELA IGNACIO CARRERA PINTO,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,448,15,51,120,,634,81
454,5,ESCUELA GREGORIO CASTILLO MARÍN,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,635,14,32,76,3,760,90
455,3,ESCUELA REPÚBLICA DE LOS ESTADOS UNIDOS,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,175,5,25,88,1,294,70
458,8,ESCUELA ARTURO PÉREZ CANTO,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,231,4,17,32,,284,89
459,6,ESCUELA BÁSICA ESPAÑA,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,441,11,24,47,4,527,90
461,8,ESCUELA LUIS CRUZ MARTÍNEZ,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,246,4,9,16,2,277,94
462,6,ESCUELA JOSÉ CAROCA LAFLOR,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,205,4,17,73,4,303,75
463,4,ESCUELA BÁSICA ROBERTO CUADRA ALQUINTA,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,104,3,6,4,1,118,96
464,2,ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,420,24,25,68,25,562,83
467,7,ESCUELA HERNÁN ARAVENA CONTRERAS,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,11,,2,,,13,100
468,5,ESCUELA BÁSICA IGNACIO FRANCO GALLO,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,20,,,2,5,27,74
469,3,ESCUELA BÁSICA JUSTINO LEIVA AMOR,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,34,1,,2,,37,95
471,5,ESCUELA BÁSICA SARA BEMBOW VILLEGAS,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,42,2,4,13,,61,79
476,6,ESCUELA BÁSICA SOR TERESA DE LOS ANDES,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,50,1,2,5,1,59,90
478,2,LICEO SANTA MARTA,Región de Atacama,Huasco,Vallenar,Particular Subvencionado,Urbano,339,8,61,279,1,688,59
479,0,LICEO SAN FRANCISCO,Región de Atacama,Huasco,Vallenar,Particular Subvencionado,Urbano,190,5,35,132,,362,64
481,2,ESCUELA BÁSICA ALEJANDRO NOEMI HUERTA,Región de Atacama,Huasco,Freirina,Servicio Local de Educación(SLE),Urbano,289,5,28,40,,362,89
482,0,ESCUELA FORTUNATO SOZA RODRÍGUEZ,Región de Atacama,Huasco,Freirina,Servicio Local de Educación(SLE),Rural,25,,,1,1,27,93
483,9,ESCUELA SAMUEL E. CASTILLO LOPEZ,Región de Atacama,Huasco,Freirina,Servicio Local de Educación(SLE),Rural,26,3,5,2,,36,94
484,7,ESCUELA DE MAITENCILLO,Región de Atacama,Huasco,Freirina,Servicio Local de Educación(SLE),Rural,47,2,2,1,,52,98
485,5,ESCUELA BÁSICA YERBAS BUENAS,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Rural,6,,1,1,1,9,78
487,1,ESCUELA BÁSICA JOSÉ MIGUEL CARRERA,Región de Atacama,Huasco,Huasco,Servicio Local de Educación(SLE),Urbano,268,2,10,27,1,308,91
489,8,ESCUELA EL OLIVAR,Región de Atacama,Huasco,Huasco,Servicio Local de Educación(SLE),Urbano,224,8,17,86,2,337,74
490,1,ESCUELA PABLO NERUDA,Región de Atacama,Huasco,Huasco,Servicio Local de Educación(SLE),Rural,24,,,,,24,100
492,8,COLEGIO PARTICULAR ENGLISH COLLEGE,Región de Atacama,Huasco,Huasco,Particular Subvencionado,Urbano,128,1,14,89,,232,62
493,6,ESCUELA EDUCADOR ARTURO ALVEAR RAMOS,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,146,4,7,15,2,174,90
495,2,ESCUELA AGLADE MARÍN VARGAS,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,5,3,,1,,9,89
496,0,ESCUELA DE CHOLLAY,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,17,2,,1,,20,95
497,9,ESCUELA DE LA PAMPA,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,11,,,1,,12,92
498,7,ESCUELA ALGARROBILLA,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,4,,1,,,5,100
499,5,ESCUELA RICARDO CAMPILLAY CONTRERAS,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,150,5,9,23,,187,88
500,2,ESCUELA BÁSICA RURAL EL TAMBO,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,1,,1,,,2,100
502,9,ESCUELA DE LAS MARQUESAS,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,3,,,1,1,5,60
503,7,ESCUELA DE LAS BREAS,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,4,,,,,4,100
504,5,ESCUELA GABRIELA MISTRAL,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,17,,1,1,,19,95
508,8,ESCUELA DE CHIGUINTO,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,2,1,1,1,,5,80
514,2,ESCUELA DE EL CORRAL,Región de Atacama,Huasco,Alto del Carmen,Servicio Local de Educación(SLE),Rural,12,,,1,,13,92
516,9,LICEO GABRIELA MISTRAL DE LA SERENA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,35,,2,3,4,44,84
517,7,LICEO GREGORIO CORDOVEZ,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,167,2,27,27,4,227,86
519,3,COLEGIO ARTURO PRAT CHACON,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,728,15,50,54,5,852,93
521,5,COLEGIO VICTOR DOMINGO SILVA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,199,2,23,58,18,300,75
522,3,COLEGIO JAVIERA CARRERA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,343,7,28,68,21,467,81
523,1,ESCUELA ALONSO DE ERCILLA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,184,3,4,18,9,218,88
525,8,COLEGIO JAPON,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,345,13,21,84,52,515,74
526,6,COLEGIO JOSE MANUEL BALMACEDA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,232,2,44,58,,336,83
527,4,COLEGIO HEROES DE LA CONCEPCION,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,337,11,26,98,45,517,72
528,2,ESCUELA GERMAN RIESCO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,244,10,30,32,4,320,89
530,4,COLEGIO GABRIEL GONZALEZ VIDELA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,394,15,31,68,16,524,84
531,2,COLEGIO PEDRO AGUIRRE CERDA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,249,8,19,19,7,302,91
533,9,COLEGIO DARIO SALAS,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,30,,4,1,1,36,94
534,7,COLEGIO VILLA SAN BARTOLOME,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,380,13,14,38,23,468,87
535,5,COLEGIO JOSE MIGUEL CARRERA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,306,8,28,67,18,427,80
536,3,COLEGIO BERNARDA MORIN,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,139,3,9,15,5,171,88
539,8,COLEGIO DE ALGARROBITO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,118,1,8,17,,144,88
540,1,ESCUELA DE ISLON,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,77,1,4,4,,86,95
542,8,ESCUELA DE LAMBERT,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,122,3,5,10,,140,93
543,6,COLEGIO ALTOVALSOL,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,140,9,6,14,,169,92
546,0,COLEGIO COQUIMBITO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,100,3,3,16,,122,87
548,7,ESCUELA DE COLONIA ALFALFARES,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,126,3,8,11,1,149,92
550,9,ESCUELA DE ALMIRANTE LATORRE,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,2,,,,,2,100
551,7,ESCUELA DE LAS ROJAS,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,112,4,8,22,3,149,83
552,5,ESCUELA DE CHACAY ALTO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,3,,,,,3,100
554,1,ESCUELA DE PELICANA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,14,1,,,,15,100
556,8,ESCUELA DE ROMERO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,132,8,4,15,,159,91
557,6,ESCUELA DE SATURNO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,181,8,8,20,1,218,90
558,4,COLEGIO PUNTA DE TEATINOS,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,17,,1,,,18,100
560,6,COLEGIO QUEBRADA DE TALCA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,146,4,9,13,1,173,92
561,4,COLEGIO EL ROMERAL,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,23,2,1,4,,30,87
562,2,COLEGIO CALETA SAN PEDRO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,245,11,9,21,,286,93
564,9,COLEGIO LA ESTRELLA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Rural,10,,,2,,12,83
565,7,COLEGIO ADVENTISTA LA SERENA,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,360,8,55,147,4,574,74
566,5,COLEGIO ISABEL RIQUELME,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,268,3,8,4,3,286,98
567,3,COLEGIO SAN FRANCISCO COLL,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,495,13,82,137,,727,81
568,1,COLEGIO SAN ANTONIO,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,185,5,57,112,,359,69
570,3,COLEGIO ELENA BETTINI,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,217,6,43,97,,363,73
573,8,ESCUELA PARTICULAR TERESA VIDELA DE G,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,155,6,36,137,2,336,59
574,6,ESCUELA INDUSTRIAL SALESIANA SAN RAMON,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,222,20,19,31,2,294,89
575,4,COLEGIO PROVIDENCIA,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,106,7,13,7,,133,95
578,9,LICEO BICENTENARIO DE EXCELENCIA IGNACIO CARRERA PINTO,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,14,1,,,2,17,88
579,7,COLEGIO SEMINARIO CONCILIAR,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,353,26,88,277,1,745,63
581,9,ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,219,15,74,165,,473,65
583,5,COLEGIO SAGRADOS CORAZONES,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,251,7,79,327,,664,51
589,4,COLEGIO SANTO DOMINGO,Región de Coquimbo,Elqui,La Serena,Particular Subvencionado,Urbano,95,7,38,93,2,235,60
597,5,COLEGIO PEDRO PABLO MUÑOZ,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Urbano,192,2,15,16,,225,93
598,3,ESCUELA DE PUNTA DE CHOROS,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,30,2,,1,,33,97
599,1,ESCUELA JOSE SANTOS OSSA,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,94,5,4,4,,107,96
602,5,ESCUELA BASICA CARLOS CONDELL,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,114,2,1,9,,126,93
604,1,ESCUELA DE PUNTA COLORADA,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,33,1,,1,,35,97
606,8,ESCUELA BASICA SAN ANDRES,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,17,1,1,1,,20,95
608,4,ESCUELA DE LOS CHOROS,Región de Coquimbo,Elqui,La Higuera,Municipal DAEM,Rural,27,1,,2,,30,93
612,2,ESCUELA GUILLERMO CERECEDA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,232,3,6,9,8,258,93
613,0,COLEGIO DE ARTES CLAUDIO ARRAU,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,445,8,32,56,7,548,89
614,9,ESCUELA PRESIDENTE ANIBAL PINTO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,219,7,7,25,19,277,84
615,7,ESCUELA COQUIMBO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,195,6,5,19,16,241,85
616,5,ESCUELA CARDENAL JOSE MARIA CARO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,467,16,55,62,8,608,88
617,3,COLEGIO SANTA CECILIA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,177,5,5,11,3,201,93
618,1,ESCUELA SANTO TOMAS DE AQUINO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,381,9,15,59,20,484,84
620,3,ESCUELA JOSE ALFARO ALFARO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,304,10,22,38,30,404,83
621,1,ESCUELA BASICA MARIO MUNOZ SILVA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,159,,11,18,10,198,86
625,4,ESCUELA TOMASA OLIVARES CAAMANO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,152,4,11,7,2,176,95
626,2,ESCUELA BASICA DAVID LEON TAPIA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,561,10,28,27,2,628,95
628,9,ESCUELA DE PENUELAS,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,151,5,15,34,10,215,80
629,7,COLEGIO PABLO NERUDA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Rural,402,15,17,26,6,466,93
630,0,COLEGIO LA HERRADURA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,245,7,14,35,8,309,86
631,9,ESCUELA SAN RAFAEL,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,293,11,18,22,,344,94
632,7,ESCUELA BASICA MANUEL DE SALAS,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,279,10,20,31,1,341,91
634,3,ESCUELA DE HUACHALALUME,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Rural,42,6,2,7,1,58,86
635,1,ESCUELA DE TOTORALILLO,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Rural,16,,1,1,,18,94
637,8,ESCUELA LUCILA GODOY ALCAYAGA,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Urbano,170,8,18,27,1,224,88
638,6,ESCUELA DE CAMARONES,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Rural,3,2,,,,5,100
639,4,ESCUELA DE LAS BARRANCAS,Región de Coquimbo,Elqui,Coquimbo,Servicio Local de Educación(SLE),Rural,55,5,2,4,1,67,93
