ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD, PRIMERA_PRIORIDAD , SEGUNDA_PRIORIDAD , TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_BASICA_2021,IVE_SINAE_BASICA
9060,3,LICEO POLITECNICO PEDRO DE VALDIVIA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Administración Delegada (C. P. 3166),Urbano,44,2,4,5,5,60,83
9069,7,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,Región Metropolitana de Santiago,Santiago,Macul,Particular Subvencionado,Urbano,176,4,11,16,7,214,89
9070,0,ESCUELA BENJAMIN CLARO VELASCO,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,299,19,56,126,18,518,72
9071,9,LICEO AUGUSTO D HALMAR,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,131,20,33,159,12,355,52
9072,7,LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,85,7,8,18,8,126,79
9073,5,LICEO BICENTENARIO CARMELA SILVA DONOSO,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,379,20,80,252,5,736,65
9074,3,LICEO JOSE TORIBIO MEDINA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,152,20,26,88,9,295,67
9077,8,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,16,2,4,6,18,46,48
9078,6,LICEO LENKA FRANULIC,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,224,17,43,222,4,510,56
9084,0,ESC.PRESIDENTE EDUARDO FREI MONTALVA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,329,11,73,184,4,601,69
9085,9,ESCUELA JOSE BERNARDO SUAREZ,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,297,13,51,100,18,479,75
9087,5,CENTRO EDUC. VALLE HERMOSO,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,306,10,16,32,5,369,90
9088,3,LICEO ANTONIO HERMIDA FABRES,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,727,21,25,54,22,849,91
9089,1,ESCUELA BÁSICA JOSÉ TORIBIO MEDINA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,351,12,67,168,8,606,71
9090,5,ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,163,3,11,33,16,226,78
9091,3,ESCUELA REPUBLICA DE FRANCIA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,158,17,25,125,19,344,58
9097,2,ESCUELA REPUBLICA DE COSTA RICA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,276,17,55,200,7,555,63
9098,0,LICEO JUAN BAUTISTA PASTEN,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,387,9,19,17,7,439,95
9100,6,LICEO REPUBLICA DE SIRIA,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,444,29,110,619,5,1.207,48
9102,2,ESCUELA GUILLERMO ZANARTU IRIGOYEN,Región Metropolitana de Santiago,Santiago,Ñuñoa,Corporación Municipal,Urbano,285,24,71,123,21,524,73
9103,0,ESCUELA UNION NACIONAL ARABE,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,365,16,38,41,19,479,87
9104,9,ESCUELA VILLA MACUL,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,420,7,55,98,8,588,82
9105,7,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,393,16,15,24,17,465,91
9106,5,CENTRO EDUCACION MARIANO EGANA,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,384,20,25,42,17,488,88
9110,3,ESCUELA CARLOS FERNANDEZ PENA,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,240,4,23,18,6,291,92
9111,1,ESCUELA LUIS  ARRIETA CANAS,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,253,10,8,25,19,315,86
9116,2,LICEO MUNICIPALIZADO MANUEL ROJAS,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,77,1,5,25,12,120,69
9117,0,COLEGIO BICENTENARIO MATILDE HUICI NAVAS,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,395,11,35,26,4,471,94
9121,9,ESCUELA TOBALABA,Región Metropolitana de Santiago,Santiago,Peñalolén,Corporación Municipal,Urbano,247,12,19,26,3,307,91
9122,7,ESCUELA JULIO MONTT SALAMANCA,Región Metropolitana de Santiago,Santiago,Macul,Servicio Local de Educación(SLE),Urbano,331,26,26,113,34,530,72
