ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
4533,0,LICEO TÉCNICO FEMENINO A-29 DE CONCEPCIÓN,Región del Biobío,Concepción,Concepción,Administración Delegada (C. P. 3166),Urbano,479,3,30,18,2,532,96
4534,9,LICEO BICENTENARIO DE EXCELENCIA COMERCIAL INSUCO,Región del Biobío,Concepción,Concepción,Administración Delegada (C. P. 3166),Urbano,1.016,11,87,74,2,1.190,94
4535,7,LICEO INDUSTRIAL DE CONCEPCION,Región del Biobío,Concepción,Concepción,Administración Delegada (C. P. 3166),Urbano,419,9,42,28,1,499,94
4536,5,LICEO COMERCIAL FEMENINO DE CONCEPCION,Región del Biobío,Concepción,Concepción,Administración Delegada (C. P. 3166),Urbano,199,3,16,11,1,230,95
4553,5,LICEO DE NIÑAS,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,357,2,43,30,5,437,92
4554,3,LICEO ANDALIEN,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,25,,1,4,2,32,81
4555,1,LICEO ENRIQUE MOLINA GARMENDIA,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,209,3,17,27,1,257,89
4557,8,LICEO POLIVALENTE EXPERIMENTAL LUCILA GODOY ALCAYAGA,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,156,4,17,21,8,206,86
4559,4,LICEO LORENZO ARENAS OLIVO,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,45,3,2,2,3,55,91
4560,8,LICEO CHIGUAYANTE,Región del Biobío,Concepción,Chiguayante,Servicio Local de Educación(SLE),Urbano,178,,11,5,2,196,96
4561,6,LICEO JUAN MARTINEZ DE ROZAS,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,60,3,1,9,7,80,80
4562,4,LICEO SAN PEDRO,Región del Biobío,Concepción,San Pedro de la Paz,Municipal DAEM,Urbano,229,6,23,33,14,305,85
4563,2,COLEGIO REPÚBLICA DEL ECUADOR,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,64,3,7,7,5,86,86
4564,0,COLEGIO BICENTENARIO REPÚBLICA DEL BRASIL,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,406,2,96,96,4,604,83
4565,9,LICEO DOMINGO SANTA MARÍA,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,111,2,10,11,4,138,89
4571,3,LICEO JOSE HIPOLITO SALAS Y TORO,Región del Biobío,Concepción,Chiguayante,Servicio Local de Educación(SLE),Urbano,101,7,2,7,,117,94
4572,1,COLEGIO GRAN BRETAÑA,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,141,5,11,27,6,190,83
4574,8,COLEGIO BICENTENARIO ESPAÑA,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,272,13,23,45,2,355,87
4575,6,ESCUELA BASICA JOHN F. KENNEDY,Región del Biobío,Concepción,Chiguayante,Servicio Local de Educación(SLE),Urbano,120,3,12,13,3,151,89
4577,2,LICEO REPÚBLICA DE ISRAEL,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,77,,13,20,3,113,80
4585,3,LICEO REBECA MATTE BELLO,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,83,2,6,15,4,110,83
4588,8,COLEGIO JUAN GREGORIO LAS HERAS,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,239,2,37,48,8,334,83
4589,6,LICEO LUCERO GONZALEZ,Región del Biobío,Concepción,Concepción,Servicio Local de Educación(SLE),Urbano,65,1,11,7,2,86,90
4591,8,ESCUELA BASICA REPUBLICA DE GRECIA,Región del Biobío,Concepción,Chiguayante,Servicio Local de Educación(SLE),Urbano,112,1,5,6,1,125,94
4616,7,ESCUELA BASICA MICHAIHUE,Región del Biobío,Concepción,San Pedro de la Paz,Municipal DAEM,Urbano,79,,3,3,,85,96
4617,5,COLEGIO GALVARINO DE LOMAS COLORADAS,Región del Biobío,Concepción,San Pedro de la Paz,Municipal DAEM,Urbano,103,2,10,20,4,139,83
4630,2,COLEGIO DEL SAGRADO CORAZON,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,455,5,70,96,1,627,85
4631,0,COLEGIO PARTICULAR ANDRÉS BELLO,Región del Biobío,Concepción,Chiguayante,Particular Subvencionado,Urbano,417,6,47,83,,553,85
4636,1,COLEGIO MARCELA PAZ,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,71,5,12,66,,154,57
4644,2,COLEGIO PARTICULAR JUAN BOSCO,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,317,17,46,71,1,452,84
4646,9,COLEGIO SANTA SABINA,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,136,,53,128,1,318,59
4655,8,COLEGIO ADVENTISTA DE CONCEPCION,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,181,14,21,119,,335,64
4656,6,ESCUELA PARTICULAR INSTITUTO SAN PEDRO,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,191,,36,60,1,288,79
4659,0,COLEGIO LA PROVIDENCIA,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,162,,44,91,,297,69
4662,0,COLEGIO SAN IGNACIO,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,144,2,30,324,7,507,35
4663,9,COLEGIO MARIA INMACULADA,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,300,,63,158,1,522,70
4664,7,COLEGIO SANTA EUFRASIA,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,213,4,44,72,,333,78
4666,3,COLEGIO SANTA LUISA DE CONCEPCION,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,158,1,38,112,,309,64
4667,1,COLEGIO SAN PATRICIO,Región del Biobío,Concepción,Chiguayante,Particular Subvencionado,Urbano,181,5,34,39,1,260,85
4669,8,LICEO SAN AGUSTIN DE CONCEPCION,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,116,10,40,190,2,358,46
4672,8,LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,389,12,61,64,2,528,88
4677,9,ESCUELA PARTICULAR SAN JOSE,Región del Biobío,Concepción,San Pedro de la Paz,Particular Subvencionado,Urbano,108,7,23,45,,183,75
4691,4,COLEGIO CHILENO ARABE,Región del Biobío,Concepción,Chiguayante,Particular Subvencionado,Urbano,40,,14,77,5,136,40
4700,7,LICEO BICENTENARIO INDUSTRIAL DE LA CONSTRUCCIÓN HERNÁN VALENZUELA LEYTON,Región del Biobío,Concepción,Hualpén,Administración Delegada (C. P. 3166),Urbano,653,15,56,59,3,786,92
4702,3,LICEO BICENTENARIO ALMIRANTE PEDRO ESPINA RITCHIE,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,882,9,97,118,2,1.108,89
4703,1,LICEO INDUSTRIAL JUAN ANTONIO RIOS,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,214,3,17,20,2,256,91
4706,6,LICEO TÉCNICO PROFESIONAL PEDRO DEL RÍO ZAÑARTU,Región del Biobío,Concepción,Hualpén,Municipal DAEM,Urbano,214,2,14,15,1,246,93
4707,4,LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,479,6,39,34,5,563,93
4708,2,LICEO POLIVALENTE LAS SALINAS,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,153,6,10,15,3,187,90
4709,0,LICEO TECNICO DE TALCAHUANO,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,536,10,25,25,3,599,95
4712,0,LICEO SANTA LEONOR,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,98,1,15,16,3,133,86
4715,5,LICEO SIMÓN BOLÍVAR,Región del Biobío,Concepción,Hualpén,Municipal DAEM,Urbano,91,,7,22,8,128,77
4717,1,LICEO TÉCNICO PROFESIONAL LUCILA GODOY ALCAYAGA,Región del Biobío,Concepción,Hualpén,Municipal DAEM,Urbano,116,,11,7,3,137,93
4733,3,LICEO BICENTENARIO ANITA SERRANO SEPULVEDA,Región del Biobío,Concepción,Talcahuano,Municipal DAEM,Urbano,78,,1,13,1,93,85
4760,0,COLEGIO BERNARDO O´HIGGINS,Región del Biobío,Concepción,Hualpén,Particular Subvencionado,Urbano,64,,9,16,,89,82
4762,7,LICEO LA ASUNCION,Región del Biobío,Concepción,Talcahuano,Particular Subvencionado,Urbano,424,7,85,250,2,768,67
4778,3,COLEGIO PARTICULAR TALCAHUANO,Región del Biobío,Concepción,Talcahuano,Particular Subvencionado,Urbano,149,2,35,80,,266,70
4779,1,COLEGIO ADVENTISTA DE TALCAHUANO CENTRO,Región del Biobío,Concepción,Talcahuano,Particular Subvencionado,Urbano,234,3,35,61,,333,82
4782,1,CENTRO EDUCACIÓN EVANGÉLICO DE HUALPÉN,Región del Biobío,Concepción,Hualpén,Particular Subvencionado,Urbano,310,5,71,73,1,460,84
4785,6,COLEGIO SANTA BERNARDITA,Región del Biobío,Concepción,Talcahuano,Particular Subvencionado,Urbano,111,,25,88,,224,61
4790,2,COLEGIO MONTANER DE HUALPEN,Región del Biobío,Concepción,Hualpén,Particular Subvencionado,Urbano,121,1,18,41,,181,77
4805,4,LICEO PENCOPOLITANO,Región del Biobío,Concepción,Penco,Municipal DAEM,Urbano,566,3,54,27,4,654,95
4822,4,COLEGIO EL REFUGIO,Región del Biobío,Concepción,Penco,Particular Subvencionado,Urbano,114,2,16,47,,179,74
4824,0,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME,Región del Biobío,Concepción,Tomé,Administración Delegada (C. P. 3166),Urbano,408,2,30,22,1,463,95
4825,9,LICEO COMERCIAL DE TOME,Región del Biobío,Concepción,Tomé,Municipal DAEM,Urbano,288,4,22,27,2,343,92
4829,1,LICEO VICENTE ALBERTO PALACIOS VALDES,Región del Biobío,Concepción,Tomé,Municipal DAEM,Urbano,459,9,38,41,,547,93
4830,5,LICEO REPÚBLICA DEL ECUADOR,Región del Biobío,Concepción,Tomé,Municipal DAEM,Urbano,196,2,22,49,,269,82
4865,8,ESCUELA PARTICULAR MARGARITA NASEAU,Región del Biobío,Concepción,Tomé,Particular Subvencionado,Urbano,153,,37,67,1,258,74
4868,2,COLEGIO PADRE LUIS AMIGO,Región del Biobío,Concepción,Concepción,Particular Subvencionado,Urbano,104,4,18,53,,179,70
4870,4,LICEO LUIS DE ALAVA,Región del Biobío,Concepción,Florida,Servicio Local de Educación(SLE),Urbano,184,1,17,15,,217,93
4871,2,LICEO COPIULEMU,Región del Biobío,Concepción,Florida,Servicio Local de Educación(SLE),Rural,62,,7,5,,74,93
4897,6,LICEO SAN JUAN BAUTISTA DE HUALQUI,Región del Biobío,Concepción,Hualqui,Servicio Local de Educación(SLE),Urbano,430,,39,18,,487,96
4922,0,ESCUELA ALONSO DE ERCILLA,Región del Biobío,Concepción,Hualqui,Particular Subvencionado,Urbano,134,,14,11,,159,93
4925,5,LICEO NUEVA ZELANDIA,Región del Biobío,Concepción,Santa Juana,Municipal DAEM,Urbano,473,3,32,30,,538,94
4948,4,LICEO POLITECNICO ROSAURO SANTANA RIOS,Región del Biobío,Concepción,Lota,Municipal DAEM,Urbano,234,2,19,10,,265,96
4949,2,LICEO COMERCIAL PRESIDENTE FREI MONTALVA,Región del Biobío,Concepción,Lota,Municipal DAEM,Urbano,76,,4,7,,87,92
4951,4,LICEO CARLOS COUSIÑO GOYENECHEA,Región del Biobío,Concepción,Lota,Municipal DAEM,Urbano,668,6,82,67,,823,92
4952,2,LICEO BALDOMERO LILLO FIGUEROA,Región del Biobío,Concepción,Lota,Municipal DAEM,Urbano,124,1,12,9,1,147,93
4958,1,ESCUELA BASICA THOMPSON MATTHEWS,Región del Biobío,Concepción,Lota,Municipal DAEM,Urbano,111,1,9,18,,139,87
4969,7,LICEO SANTA DORIS,Región del Biobío,Concepción,Lota,Particular Subvencionado,Urbano,33,,1,2,1,37,92
4973,5,INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,Región del Biobío,Concepción,Lota,Particular Subvencionado,Urbano,175,7,32,42,,256,84
4975,1,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL FEDERICO SCHWAGER,Región del Biobío,Concepción,Coronel,Administración Delegada (C. P. 3166),Urbano,179,3,14,12,,208,94
4977,8,LICEO COMERCIAL ANDRES BELLO LOPEZ,Región del Biobío,Concepción,Coronel,Municipal DAEM,Urbano,824,2,72,54,4,956,94
4982,4,LICEO CORONEL ANTONIO SALAMANCA,Región del Biobío,Concepción,Coronel,Municipal DAEM,Urbano,1.013,6,106,137,,1.262,89
4983,2,LICEO YOBILO DE CORONEL,Región del Biobío,Concepción,Coronel,Municipal DAEM,Urbano,292,2,25,24,2,345,92
4984,0,ESCUELA ROSITA RENARD,Región del Biobío,Concepción,Coronel,Municipal DAEM,Urbano,153,1,17,19,1,191,90
5002,4,ESCUELA JUAN JOSE LATORRE BENAVENTE,Región del Biobío,Concepción,Coronel,Municipal DAEM,Rural,83,3,3,5,,94,95
5021,0,LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU,Región del Biobío,Arauco,Lebu,Municipal DAEM,Urbano,483,,22,10,2,517,98
5024,5,LICEO BICENTENARIO ISIDORA RAMOS DE GAJARDO,Región del Biobío,Arauco,Lebu,Municipal DAEM,Urbano,390,,65,121,1,577,79
5026,1,ESCUELA FRESIA GRACIELA MULLER RUIZ,Región del Biobío,Arauco,Lebu,Municipal DAEM,Urbano,237,10,29,30,,306,90
5048,2,LICEO BICENTENARIO SAN FELIPE DE ARAUCO,Región del Biobío,Arauco,Arauco,Municipal DAEM,Urbano,534,33,55,59,,681,91
5057,1,LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ,Región del Biobío,Arauco,Arauco,Municipal DAEM,Rural,79,,1,1,,81,99
5082,2,LICEO SAN FRANCISCO DE ASIS,Región del Biobío,Arauco,Arauco,Particular Subvencionado,Urbano,337,3,82,139,1,562,75
5084,9,LICEO POLIVALENTE MARIANO LATORRE,Región del Biobío,Arauco,Curanilahue,Municipal DAEM,Urbano,897,7,154,158,,1.216,87
5104,7,COLEGIO ALONSO DE ERCILLA,Región del Biobío,Arauco,Curanilahue,Particular Subvencionado,Urbano,140,,30,46,,216,79
5105,5,LICEO BICENTENARIO POLITECNICO CAUPOLICAN,Región del Biobío,Arauco,Los Álamos,Municipal DAEM,Urbano,355,,20,26,,401,94
5109,8,LICEO CLAUDIO FLORES SOTO,Región del Biobío,Arauco,Los Álamos,Municipal DAEM,Rural,194,,31,17,,242,93
5113,6,LICEO ORLANDO DELGADO ZÚNIGA,Región del Biobío,Arauco,Los Álamos,Municipal DAEM,Rural,59,,7,3,,69,96
5122,5,LICEO CRISTO REDENTOR,Región del Biobío,Arauco,Los Álamos,Particular Subvencionado,Urbano,341,5,13,14,,373,96
5126,8,LICEO HUMANISTA CIENTÍFICO JOSÉ DE LA CRUZ MIRANDA CORREA,Región del Biobío,Arauco,Cañete,Municipal DAEM,Urbano,552,3,61,57,,673,92
5131,4,LICEO HOMERO VIGUERAS,Región del Biobío,Arauco,Cañete,Municipal DAEM,Urbano,29,,3,1,,33,97
5150,0,LICEO GABRIELA MISTRAL,Región del Biobío,Arauco,Cañete,Particular Subvencionado,Urbano,317,2,50,133,,502,74
5153,5,COLEGIO INSTITUTO SAN JOSE,Región del Biobío,Arauco,Cañete,Particular Subvencionado,Urbano,89,13,6,35,,143,76
5155,1,LICEO POLIVALENTE NAHUELBUTA,Región del Biobío,Arauco,Contulmo,Municipal DAEM,Urbano,306,1,13,24,,344,93
5215,9,LICEO INDUSTRIAL B-5 ANGOL,Región de La Araucanía,Malleco,Angol,Administración Delegada (C. P. 3166),Urbano,563,7,41,37,,648,94
5216,7,LICEO COMERCIAL ARMANDO BRAVO BRAVO,Región de La Araucanía,Malleco,Angol,Municipal DAEM,Urbano,298,6,25,24,,353,93
5218,3,LICEO ENRIQUE BALLACEY COTTEREAU,Región de La Araucanía,Malleco,Angol,Municipal DAEM,Urbano,457,17,77,158,1,710,78
5219,1,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ,Región de La Araucanía,Malleco,Angol,Municipal DAEM,Urbano,876,7,55,37,,975,96
5264,7,COLEGIO SAN FRANCISCO DE ASIS DE ANGOL,Región de La Araucanía,Malleco,Angol,Particular Subvencionado,Urbano,187,1,42,109,1,340,68
5265,5,COLEGIO ADVENTISTA DE ANGOL,Región de La Araucanía,Malleco,Angol,Particular Subvencionado,Urbano,104,,20,23,,147,84
5267,1,ESCUELA AGRICOLA EL VERGEL,Región de La Araucanía,Malleco,Angol,Particular Subvencionado,Rural,135,4,8,5,,152,97
5270,1,LICEO POLITECNICO DOMINGO STA MARIA,Región de La Araucanía,Malleco,Renaico,Municipal DAEM,Urbano,229,3,16,11,1,260,95
5274,4,LICEO AGRICOLA FORESTAL MANZANARES,Región de La Araucanía,Malleco,Renaico,Municipal DAEM,Rural,91,1,2,5,,99,95
5282,5,COMPLEJO EDUCACIONAL COLLIPULLI,Región de La Araucanía,Malleco,Collipulli,Municipal DAEM,Urbano,715,9,34,16,2,776,98
5315,5,COLEGIO PARTIC. WOLFGANG AMADEUS MOZART,Región de La Araucanía,Malleco,Collipulli,Particular Subvencionado,Urbano,382,5,54,83,,524,84
5323,6,LICEO BICENTENARIO POLIVALENTE LONQUIMAY,Región de La Araucanía,Malleco,Lonquimay,Municipal DAEM,Urbano,493,,24,23,,540,96
5343,0,LICEO POLITECNICO C-12 CURACAUTIN,Región de La Araucanía,Malleco,Curacautín,Administración Delegada (C. P. 3166),Urbano,354,7,12,9,,382,98
5344,9,LICEO LAS ARAUCARIAS,Región de La Araucanía,Malleco,Curacautín,Municipal DAEM,Urbano,482,1,39,79,,601,87
5374,0,LICEO ALONSO DE ERCILLA Y ZUÑIGA,Región de La Araucanía,Malleco,Ercilla,Municipal DAEM,Urbano,102,,3,1,,106,99
5393,7,LICEO BICENTENARIO POLITECNICO MANUEL MONTT,Región de La Araucanía,Malleco,Victoria,Municipal DAEM,Urbano,847,5,32,12,,896,99
5394,5,LICEO JORGE ALESSANDRI RODRIGUEZ,Región de La Araucanía,Malleco,Victoria,Municipal DAEM,Urbano,391,3,41,38,,473,92
5434,8,COLEGIO INSTITUTO VICTORIA,Región de La Araucanía,Malleco,Victoria,Particular Subvencionado,Urbano,190,,42,95,,327,71
5435,6,COLEGIO SANTA CRUZ DE VICTORIA,Región de La Araucanía,Malleco,Victoria,Particular Subvencionado,Urbano,131,6,32,137,,306,55
5439,9,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,Región de La Araucanía,Malleco,Traiguén,Municipal DAEM,Urbano,341,1,14,9,,365,98
5440,2,LICEO LUCILA GODOY ALCAYAGA,Región de La Araucanía,Malleco,Traiguén,Municipal DAEM,Urbano,297,1,21,17,,336,95
5465,8,COLEGIO BICENTENARIO LOUIS PASTEUR,Región de La Araucanía,Malleco,Traiguén,Particular Subvencionado,Urbano,186,4,28,65,,283,77
5467,4,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,Región de La Araucanía,Malleco,Traiguén,Particular Subvencionado,Rural,145,2,4,,,151,100
5507,7,LICEO MARIA AURORA GUINEZ RAMIREZ,Región de La Araucanía,Malleco,Purén,Municipal DAEM,Urbano,297,2,12,14,,325,96
5509,3,LICEO BICENTENARIO INDÓMITO DE PURÉN,Región de La Araucanía,Malleco,Purén,Municipal DAEM,Urbano,166,1,15,37,,219,83
5565,4,INSTITUTO SUPERIOR DE COMERCIO,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,232,2,18,10,6,268,94
5566,2,LICEO INDUSTRIAL A-27 TEMUCO,Región de La Araucanía,Cautín,Temuco,Administración Delegada (C. P. 3166),Urbano,747,6,51,42,2,848,95
5567,0,LICEO BICENTENARIO TECNOLÓGICO DE LA ARAUCANIA DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,220,2,8,4,3,237,97
5568,9,INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,721,1,36,28,2,788,96
5569,7,LICEO GABRIELA MISTRAL DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,323,8,36,36,8,411,89
5570,0,LICEO PABLO NERUDA,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,1.653,14,201,233,7,2.108,89
5574,3,COMPLEJO EDUCACIONAL PADRE LAS CASAS,Región de La Araucanía,Cautín,Padre Las Casas,Particular Subvencionado,Urbano,194,5,10,7,2,218,96
5590,5,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,116,,8,5,4,133,93
5597,2,COLEGIO ALONSO DE ERCILLA,Región de La Araucanía,Cautín,Temuco,Municipal DAEM,Urbano,114,2,5,9,1,131,92
5613,8,COMPLEJO EDUCACIONAL LA GRANJA,Región de La Araucanía,Cautín,Vilcún,Municipal DAEM,Urbano,255,2,13,15,,285,95
5652,9,COLEGIO PROVIDENCIA DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,241,3,30,42,,316,87
5653,7,LICEO CARLOS CONDELL DE LA HAZA,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,286,2,17,7,2,314,97
5654,5,INSTITUTO CLARET,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,700,7,129,259,3,1.098,76
5655,3,LICEO COMERCIAL TEMUCO BICENTENARIO DE EXCELENCIA,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,767,42,75,58,1,943,94
5656,1,LICEO POLITECNICO PUEBLO NUEVO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,926,30,78,49,4,1.087,95
5658,8,COMPLEJO EDUCACIONAL JAVIERA CARRERA,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,228,3,18,38,3,290,86
5659,6,ESCUELA Y LICEO MONTESSORI,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,117,8,39,180,1,345,48
5661,8,LICEO ADVENTISTA DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,212,10,32,92,3,349,73
5662,6,LICEO ESPANA DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,217,1,29,30,1,278,89
5663,4,LICEO BICENTENARIO DE EXCELENCIA  PADRE OSCAR MOSER,Región de La Araucanía,Cautín,Padre Las Casas,Particular Subvencionado,Urbano,1.005,28,60,48,,1.141,96
5666,9,LICEO CAMILO HENRIQUEZ DE TEMUCO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,1.047,14,266,600,13,1.940,68
5669,3,COLEGIO MADRE ADMIRABLE DE SCHOENSTATT,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,93,1,22,33,,149,78
5670,7,COLEGIO SAN FRANCISCO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,125,,42,95,,262,64
5697,9,ESCUELA PARTICULAR LAS AMERICAS,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,59,1,3,1,,64,98
5703,7,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,129,1,6,5,3,144,94
5713,4,COLEGIO PARTICULAR I. CULTURA BRITANICA,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,213,2,24,30,2,271,88
5720,7,COLEGIO ÑIELOL CHE KIMUN,Región de La Araucanía,Cautín,Padre Las Casas,Particular Subvencionado,Rural,134,1,2,3,1,141,97
5729,0,LICEO TÉCNICO FEMENINO SANTA CRUZ ÑIELOL,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,81,,7,5,2,95,93
5806,8,ESCUELA PARTICULAR DAVID RIADI MATUS,Región de La Araucanía,Cautín,Padre Las Casas,Particular Subvencionado,Rural,48,2,,,,50,100
5813,0,COLEGIO CENTENARIO,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,64,,24,196,9,293,30
5814,9,COLEGIO SANTA CRUZ,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,201,2,45,172,,420,59
5816,5,COLEGIO METODISTA,Región de La Araucanía,Cautín,Temuco,Particular Subvencionado,Urbano,131,4,39,115,,289,60
5823,8,LICEO H-C JORGE TEILLIER SANDOVAL,Región de La Araucanía,Cautín,Lautaro,Municipal DAEM,Urbano,735,4,98,127,,964,87
5879,3,LICEO ISABEL POBLETE V.,Región de La Araucanía,Cautín,Perquenco,Municipal DAEM,Urbano,236,5,15,18,,274,93
5897,1,COLEGIO AMERICA,Región de La Araucanía,Cautín,Vilcún,Municipal DAEM,Urbano,199,5,20,27,3,254,88
5921,8,LICEO BICENTENARIO PADRE NICOLÁS,Región de La Araucanía,Cautín,Vilcún,Particular Subvencionado,Urbano,434,1,23,18,,476,96
5923,4,LICEO AGRICOLA CRUZ DEL SUR,Región de La Araucanía,Cautín,Vilcún,Particular Subvencionado,Rural,84,,2,2,,88,98
5957,9,LICEO MUNICIPAL ATENEA,Región de La Araucanía,Cautín,Cunco,Municipal DAEM,Urbano,358,7,29,45,,439,90
5959,5,LICEO ARTURO VALENZUELA,Región de La Araucanía,Cautín,Cunco,Municipal DAEM,Urbano,111,2,3,5,,121,96
5992,7,COMPLEJO EDUCACIONAL JUAN BOSCO,Región de La Araucanía,Cautín,Cunco,Particular Subvencionado,Urbano,208,2,6,6,,222,97
6007,0,LICEO LOS ANDES,Región de La Araucanía,Cautín,Melipeuco,Municipal DAEM,Urbano,151,2,8,8,,169,95
6027,5,COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S,Región de La Araucanía,Cautín,Curarrehue,Municipal DAEM,Urbano,131,1,3,3,,138,98
6051,8,LICEO BICENTENARIO   HOTELERIA Y TURISMO,Región de La Araucanía,Cautín,Pucón,Municipal DAEM,Urbano,316,,36,19,,371,95
6052,6,ESCUELA CARLOS HOLZAFEL,Región de La Araucanía,Cautín,Pucón,Municipal DAEM,Urbano,195,,16,23,1,235,90
6070,4,COMPLEJO EDUCACIONAL PABLO SEXTO,Región de La Araucanía,Cautín,Pucón,Particular Subvencionado,Urbano,281,,11,12,1,305,96
6084,4,LICEO BICENTENARIO ARAUCANÍA,Región de La Araucanía,Cautín,Villarrica,Municipal DAEM,Urbano,353,,55,77,1,486,84
